Tỉnh/Thành phố trực thuộc trung ương,Tỉnh/Thành phố trực thuộc trung ương.1,Thang điểm,Hà Nội,Cao Bằng,Tuyên Quang,Lào Cai,Điện Biên,Lai Châu,Sơn La,Thái Nguyên,Lạng Sơn,Quảng Ninh,Phú Thọ,Bắc Ninh,Hải Phòng,Hưng Yên,Ninh Bình,Thanh Hóa,Nghệ An,Hà Tĩnh,Quảng Trị,Thừa Thiên-Huế,Đà Nẵng,Quảng Ngãi,Khánh Hòa,Gia Lai,Đắk Lắk,Lâm Đồng,Tây Ninh,Đồng Nai,TP. Hồ Chí Minh,Vĩnh Long,Đồng Tháp,An Giang,Cần Thơ,Cà Mau
Unweighted PAPI Score,Chỉ số PAPI tổng hợp (không có trọng số),10-80 điểm/points,43.90493011,38.80373764038086,42.07036007414522,41.1145133972168,39.668663024902344,42.69064712524414,40.86935806274414,42.90762495994568,43.84751510620117,47.87630081176758,43.45756022135417,0.0,42.910025882720944,43.78585588932037,43.056342576679434,46.01536560058594,43.249977111816406,44.31382369995117,42.32952070236205,45.384464263916016,42.3855472140842,41.94410832722982,44.24635636179071,40.63481903076172,41.0001916885376,42.1798508384011,39.64694858419484,40.95415629897007,42.45072794672269,41.36916305079605,41.5287919885972,40.534113084947734,41.62761998176574,43.17608860560826
Unweighted 95% CI Low,Chỉ số PAPI tổng hợp (không có trọng số) - điểm tối thiểu trong khoảng tin cậy 95%,,43.51809692,38.15166092,41.60638495529411,39.5593338,36.87868118,42.06312943,38.00764465,42.42065310687501,42.59969711,46.5557251,42.282254216666665,,42.48498344674999,42.8576526621875,42.467770830263156,45.72672272,42.83221054,43.13573837,41.16052341625,44.92199326,41.72340435666666,41.38887151,42.45119175315789,39.1418789283871,38.60531752642858,40.42140683272728,38.94206290586207,40.33078606465116,41.548906011044785,39.77971105848484,39.75702891764705,39.986418853243244,41.09473359437499,43.17608860428571
Unweighted 95% CI High,Chỉ số PAPI tổng hợp (không có trọng số) - điểm tối đa trong khoảng tin cậy 95%,,44.29176331,39.45581436,42.53433519529411,42.669692995,42.45864487,43.31816483,43.73107147,43.394596811875,45.0953331,49.19687653,44.632866222500006,,43.33506831975,44.7140591178125,43.64491432473684,46.30400848,43.66774368,45.49190903,43.49851798625,45.84693527,43.04769007333333,42.49934514666667,46.04152097000001,42.127759131935484,43.39506585642857,43.9382948469697,40.35183426482759,41.57752653348837,43.35254987746269,42.95861504333333,43.30055505999999,41.08180731756756,42.160506369687496,43.17608860428571
Unweighted Standard Error,Chỉ số PAPI tổng hợp (không có trọng số) - sai số ,,0.2351617813,0.3964072168,0.2820573028470588,0.9454186857999999,1.696073651,0.3814774752,1.739680171,0.29603835287499997,0.7585673332,0.8027980328,0.7144867827583333,,0.2583908222875,0.56426899695,0.3578018267736842,0.1754698008,0.2539662719,0.716175735,0.7106520569187499,0.281144321,0.4025274581444444,0.3375380337333334,1.0913078345578948,0.9075812081967741,1.45588092735,1.068984656569697,0.42851148084827584,0.37895703593953484,0.5482323876298507,0.9662528380909093,1.077082290282353,0.33295182115675676,0.3239497104625,0.0
Dimension 1: Participation,Chỉ số nội dung 1: Tham gia của người dân ở cấp cơ sở,1-10 điểm/points,5.825447559,4.490693569,5.11436052917647,4.9909825324999995,4.43829298,5.58052969,4.77690649,5.3829005065625,5.816440105,5.747576237,5.480828285249999,5.817415714,5.365654778525,5.430578976781249,5.397964540263158,6.107364178,5.609349251,5.375756741,4.9435110688125,5.772118092,4.653377321222222,4.944993973000001,4.784563290684211,4.692022646451613,4.8973380330000005,5.148409149909091,4.588744328172414,4.835013678232558,4.834919025776121,4.300968097939394,4.188506210411764,4.122774420378379,4.126351453718749,4.546868596714285
Civic Knowledge,1.1: Tri thức công dân,0.25-2.5 điểm,1.290253639,0.8510449529,0.8844542818764706,0.9257751405,0.6702637076,1.138819337,0.8984073997,1.1002551096875,1.088338256,1.396812677,1.1035645303500001,1.3509466649999997,1.00790920424,1.1228952113124997,1.0235024188394737,1.293510675,1.170375824,1.0169487,0.9602304957937499,1.124807477,1.111835996333333,1.0104759731333333,1.0969565605789475,0.8939990035870968,0.9557719954214287,0.9795429886090911,0.8846141449344829,1.0570792152093025,1.0130694072761195,0.8713460618333334,0.8197806758176471,0.7598510883783783,0.8228936642374999,1.047899621
Proportion with Civic Knowledge,Hiểu biết về chính sách hiện hành (%),0%-100%,0.6765898466,0.4462955594062805,0.45049083232879633,0.49133384227752686,0.31916141510009766,0.5284467339515686,0.4662940204143524,0.5531836226582527,0.5396151542663574,0.6928884387016296,0.5317013189196587,0.8153709769248962,0.43634063601493833,0.502977610565722,0.46847635742865107,0.6306754350662231,0.66341233253479,0.5267964601516724,0.5515662878751755,0.6232016682624817,0.5926997264226278,0.5563451250394186,0.662271753737801,0.4647126784247737,0.4572555997541973,0.6224284298492201,0.4255480622423107,0.5241414987763693,0.5678561801341043,0.4121245163859743,0.394001817002016,0.3464915188583168,0.400781862437725,0.5550681778362819
Knowledge of Leaders,Hiểu biết về vị trí lãnh đạo (%),0%-100%,0.5863749981,0.3111144006,0.33871394748823525,0.3550220877,0.2139870524,0.5258382559,0.3432151079,0.47919050603124996,0.4753820002,0.6729448438,0.49287337064166675,0.5709337592,0.4555267870425,0.5244180486031249,0.4533195535105264,0.6122273207,0.4864056706,0.4183339477,0.35553286593749994,0.4660058618,0.4697265624777778,0.39780605836666666,0.42171439841578945,0.34008720227419353,0.3987250849857143,0.3372684626757576,0.3513274018,0.4553330312,0.3943558077014926,0.3462453619909091,0.3094707990588235,0.2799551889297297,0.308847892546875,0.4317100261
Opportunties for Participation in Elections,1.2: Cơ hội tham gia,0.25-2.5 điểm/points,1.685889125,1.480231285,1.5733712775294117,1.4969946145000002,1.44822979,1.625534058,1.491834044,1.6637792218749998,1.870570898,1.719732881,1.6351826985833333,1.655353785,1.6243283154000001,1.6850638277812497,1.656022473526316,1.836579323,1.621881604,1.555583,1.5010844840624997,1.757871151,1.3686195213333332,1.3360869093333334,1.3806008100000002,1.3174059157419356,1.2885782294285715,1.4963129329696971,1.2685774935172414,1.2779916967674416,1.2276761637164182,1.1520218633030304,1.0172737554705882,1.1123026742162163,1.0011413114406247,1.2159527198571427
Participated in Formal Associations,"Tham gia vào các tổ chức chính trị, chính trị-xã hội, đoàn thể (%)",0%-100%,0.5256623626,0.4527240694,0.5781070362058823,0.5978988111,0.5671283603,0.4687896669,0.5069310665,0.62797959520625,0.5838020444,0.6709142923,0.5752402246083334,0.5347801447,0.5343136235999999,0.678895631790625,0.5812730789421053,0.6138546467,0.6718944907,0.6738464236,0.49280367231249994,0.650916636,0.3285482360555555,0.39442740880000005,0.45719181861052627,0.4631711292645162,0.3693973443571429,0.40769947479696966,0.20205155889655171,0.35111271159999996,0.26755942112238806,0.3457612016181818,0.22993342224705882,0.21584141495405407,0.22134145443749995,0.3544630322857143
