Tỉnh/Thành phố trực thuộc trung ương,Tỉnh/Thành phố trực thuộc trung ương.1,Thang điểm,Hà Nội,Cao Bằng,Tuyên Quang,Lào Cai,Điện Biên,Lai Châu,Sơn La,Thái Nguyên,Lạng Sơn,Quảng Ninh,Phú Thọ,Bắc Ninh,Hải Phòng,Hưng Yên,Ninh Bình,Thanh Hóa,Nghệ An,Hà Tĩnh,Quảng Trị,Thừa Thiên-Huế,Đà Nẵng,Quảng Ngãi,Khánh Hòa,Gia Lai,Đắk Lắk,Lâm Đồng,Tây Ninh,Đồng Nai,TP. Hồ Chí Minh,Vĩnh Long,Đồng Tháp,An Giang,Cần Thơ,Cà Mau
Weighted PAPI Score,Chỉ số PAPI tổng hợp (có trọng số),10-80 điểm,43.69869613647461,46.43421936035156,45.94601709702435,45.66320826212566,44.61556625366211,43.42579650878906,45.21994400024414,48.61993408203125,44.604888916015625,53.29575729370117,45.84776496887208,46.849837064743035,44.85007038116455,45.037368655204766,46.13204254975191,46.345062255859375,45.81119918823242,47.42869567871094,47.44042205810547,47.53953170776367,45.70345179239908,43.02512232462565,41.918198394775395,45.444101333618164,43.485504150390625,42.15682097404234,45.085067091317015,44.6155876886277,43.82191895705004,46.835651744495735,48.68760972864487,45.72208711836073,45.04053054317352,44.87736020769392
PAPI 95% CI Low,Chỉ số PAPI tổng hợp (có trọng số) - điểm tối thiểu trong khoảng tin cậy 95%,,41.554595947265625,45.78789138793945,45.117599038516765,43.39959564208984,43.2093391418457,42.83467102050781,43.95777893066406,46.03034591674805,43.29112243652344,50.23550033569336,44.99708652496338,45.856343507766724,43.98167486190796,44.001841425895684,45.38939027528505,45.099185943603516,44.521690368652344,46.97766876220703,46.42898406982422,46.79402542114258,45.04932530721028,41.39540227254232,40.63304595947266,44.84855270385742,41.641725403921946,40.948671156360255,43.73954562483163,43.41561508178711,42.794342275766226,45.900284160267226,47.51649385340073,44.34004211425782,43.875215468868134,43.663695744105745
PAPI 95% CI High,Chỉ số PAPI tổng hợp (có trọng số) - điểm tối đa trong khoảng tin cậy 95%,,45.842796325683594,47.08054733276367,46.77443515553193,47.92682088216145,46.021793365478516,44.01692199707031,46.48210906982422,51.20952224731445,45.91865539550781,56.356014251708984,46.698443412780755,47.84333062171935,45.718465900421144,46.07289588451385,46.87469482421875,47.590938568115234,47.1007080078125,47.879722595214844,48.45186004638672,48.285037994384766,46.35757827758788,44.654842376708984,43.20335083007813,46.039649963378906,45.329282896859304,43.36497079172442,46.430588557802395,45.81556029546829,44.84949563833384,47.77101932872426,49.85872560388901,47.10413212246365,46.2058456174789,46.091024671282085
PAPI Standard Error,Chỉ số PAPI tổng hợp (có trọng số) - sai số ,,1.3034307956695557,0.39291274547576904,0.5036082828746122,1.3760857899983723,0.8548684120178223,0.35935452580451965,0.7672890424728394,1.5742518901824951,0.798658549785614,1.8603770732879639,0.5171402965982755,0.6039603669196366,0.5279115304350852,0.629513225518167,0.4514698112333143,0.7573870420455933,0.7839124202728271,0.2741858959197998,0.6148681223392486,0.45320427417755127,0.39765418072541553,0.9907328486442566,0.7812637567520142,0.36204424500465393,1.1208613642624448,0.7344531782211795,0.817963509724058,0.729481816291809,0.6246790133989775,0.5686243862816782,0.7119394014863406,0.8401673386494319,0.7084130337161403,0.7378057922635759
Unweighted PAPI Score,Chỉ số PAPI tổng hợp (không có trọng số),10-80 điểm,41.62860107421875,43.374542236328125,43.4853338353774,43.03737309773763,41.148929595947266,40.85981369018555,42.15409851074219,46.47119140625,42.37309646606445,48.81138229370117,43.38126277923584,44.75215220451355,42.53359279632568,42.882813811302185,43.52307345416095,43.156471252441406,43.849246978759766,45.005245208740234,44.731423950195314,44.531463623046875,42.929091135660805,40.60324223836263,39.46167221069336,42.723045349121094,41.099847657339915,40.11695504957629,42.12305792446794,42.441066923595606,41.96833965594952,43.48436494307085,44.49094570384306,42.412675963507766,41.609037091655125,41.9763194492885
Unweighted 95% CI Low,Chỉ số PAPI tổng hợp (không có trọng số) - điểm tối thiểu trong khoảng tin cậy 95%,,40.08490753173828,42.84944152832031,42.997647902544806,41.194741058349614,40.278419494628906,40.14984130859375,40.56874465942383,44.088714599609375,41.6569938659668,45.98500442504883,42.60138511657715,43.97382164001465,41.933654403686525,41.7336630821228,43.10125495292045,42.15468978881836,42.73434829711914,44.44392013549805,43.705230712890625,44.10908889770508,42.01469548543294,39.199103037516274,38.501738739013675,42.2072868347168,40.00729315621513,39.33166639266476,41.15360812483162,41.49390992664156,41.16255287757287,42.699148582689695,43.401701758889594,41.03751150767009,40.47739028930664,41.451708112444194
Unweighted 95% CI High,Chỉ số PAPI tổng hợp (không có trọng số) - điểm tối đa trong khoảng tin cậy 95%,,43.17229461669922,43.89964294433594,43.973019768210015,44.88000513712566,42.019439697265625,41.569786071777344,43.73945236206055,48.853668212890625,43.08919906616211,51.637760162353516,44.161140441894524,45.53048276901245,43.133531188964845,44.03196454048157,43.94489195540145,44.15825271606445,44.96414566040039,45.56657028198242,45.75761718750001,44.95383834838867,43.843486785888665,42.007381439208984,40.42160568237305,43.23880386352539,42.19240215846471,40.90224370648784,43.09250772410425,43.38822392054967,42.77412643432617,44.269581303452,45.58018964879653,43.787840419345436,42.740683894003595,42.500930786132805
Unweighted Standard Error,Chỉ số PAPI tổng hợp (không có trọng số) - sai số ,,0.9384344816207886,0.3192177414894104,0.29647117151933555,1.1201638936996459,0.529197633266449,0.4316035509109497,0.9637611508369446,1.4483438730239868,0.435329794883728,1.7181984186172485,0.4740994870662689,0.47315885312855244,0.3647108465433121,0.6985862646251917,0.2564301337744739,0.6089991331100464,0.6777636408805847,0.341237336397171,0.6238384962081909,0.25676867365837097,0.555875281492869,0.8535984059174856,0.583557915687561,0.3135373592376709,0.6641811068568912,0.4773896317328176,0.5893433279004591,0.5757912737982613,0.4898503587796139,0.4773445608037891,0.6621678734526915,0.8359836058484185,0.6879452159327846,0.3189197991575513
Dimension 1: Participation,Chỉ số nội dung 1: Tham gia của người dân ở cấp cơ sở,1-10 điểm,5.058956146240234,4.891694068908691,5.131232458002427,4.9981111208597815,4.4220757484436035,4.3525071144104,4.895169734954834,6.2160964012146,4.920708656311035,5.805296421051025,5.492912967999776,5.454939663410186,5.217658221721649,5.279810175299644,5.1419404906195565,4.841860771179199,5.093405723571777,5.67075777053833,5.480893039703369,5.039788722991943,4.7830580605400925,4.5109494527180996,4.156929302215577,4.773698329925537,4.691578711782182,4.491629862016247,4.7683240134140545,4.672329948061988,4.480945946620062,4.416838747082335,4.696299637065215,4.445790449778239,4.360868377070274,4.593632629939488
Civic Knowledge,1.1: Tri thức công dân,0.25-2.5 điểm,0.7379792332649231,0.819222629070282,0.8424838325556586,0.7543702681859333,0.6540201902389526,0.6456232666969299,0.6465319395065308,1.0462090969085693,0.8757608532905579,0.7996049523353577,0.7484115908543268,0.8557878918945788,0.8845259547233582,0.7644378282129763,0.730121718870627,0.7728315591812134,0.8131647109985352,0.8756240606307983,0.832890248298645,0.8066675066947937,0.8902421328756543,0.7137451767921449,0.6555566906929017,0.7087633013725281,0.7870691056762423,0.734366778404482,0.7485387037540304,0.7914155352683295,0.8698245892157923,0.7841911207545889,0.7690064731766195,0.747322311004003,0.7093418528956751,0.7256907735552106
